hour,weekday,month,is_weekend,is_rush_hour,rain_mm_per_hr,temperature_c,aqi,wind_kmh,visibility_m,zone_flood_risk,congestion,traffic_delay_min,road_closure,driver_speed,hist_avg_speed,speed_deviation,distance_remaining,risk_score,delay_level,parametric_trigger,income_loss_pct
21,5,11,1,0,51.32,27.1,147,37.3,3229.0,0.85,1,20,0,12.7,23.3,0.456,1.95,100.0,3,1,0.821
11,3,8,0,0,56.28,32.2,44,11.4,3254.0,0.72,0,7,0,14.9,19.5,0.235,0.25,55.38,1,1,0.473
15,5,5,1,0,25.11,36.5,227,13.8,7444.0,0.42,0,8,0,21.2,22.7,0.066,0.37,38.36,0,0,0.341
14,1,7,0,1,42.88,33.1,104,13.0,5320.0,0.44,3,41,0,6.7,27.4,0.754,1.52,77.11,2,1,0.724
10,3,11,0,1,41.26,28.7,89,27.4,5051.0,0.55,2,24,0,5.2,24.5,0.786,1.83,98.41,3,1,0.898
4,1,4,0,0,18.23,34.7,135,5.6,7073.0,0.75,0,1,0,15.6,28.4,0.45,6.55,41.13,1,0,0.297
13,3,5,0,1,0.0,40.2,91,7.6,10000.0,0.8,1,19,0,17.1,22.7,0.246,3.83,43.46,1,0,0.44
8,1,10,0,1,104.32,27.1,73,24.0,50.0,0.72,3,45,0,0.0,19.8,1.0,10.8,100.0,3,1,0.764
16,4,12,0,0,41.72,26.2,53,14.2,5404.0,0.6,1,20,0,8.6,28.3,0.697,1.93,77.73,2,1,0.647
14,4,2,0,1,0.4,30.4,45,19.1,10000.0,0.55,2,32,0,18.3,23.2,0.209,4.57,30.81,0,0,0.247
15,4,11,0,0,13.9,28.9,42,15.2,8715.0,0.7,0,3,0,12.7,14.3,0.115,1.4,49.04,1,0,0.428
15,6,9,1,0,2.36,31.3,108,1.1,9191.0,0.44,0,4,0,25.6,21.6,0.187,0.96,9.52,0,0,0.06
20,4,4,0,1,11.62,32.5,79,4.0,7809.0,0.82,1,16,0,12.7,27.3,0.536,1.31,46.17,1,0,0.352
6,5,10,1,0,39.97,29.2,108,22.7,4232.0,0.42,0,0,0,12.5,23.2,0.462,5.3,72.16,2,1,0.613
19,6,10,1,1,70.2,27.0,80,24.3,1834.0,0.5,3,43,0,0.0,25.4,1.0,6.52,97.98,3,1,0.843
22,0,3,0,0,0.0,29.1,138,7.4,9810.0,0.72,0,4,0,30.4,20.0,0.518,2.4,25.07,0,0,0.299
18,2,7,0,1,13.54,33.9,66,17.5,7483.0,0.5,2,29,0,18.2,20.6,0.115,0.22,39.75,0,0,0.381
6,4,10,0,0,28.96,30.5,91,6.0,6726.0,0.4,0,1,0,17.9,24.8,0.281,5.22,51.1,1,0,0.303
19,4,4,0,1,0.61,32.7,79,9.6,9870.0,0.65,2,33,0,14.8,17.9,0.173,1.49,36.96,0,0,0.321
19,6,7,1,1,61.16,33.8,79,24.6,3375.0,0.6,2,24,0,2.3,25.1,0.91,14.26,71.01,2,1,0.553
20,0,3,0,1,4.62,31.5,57,9.8,9910.0,0.65,2,32,0,6.3,20.9,0.7,16.19,34.05,0,0,0.339
13,2,5,0,1,0.0,39.1,125,6.7,8818.0,0.9,2,26,0,27.3,27.2,0.005,1.11,55.48,1,0,0.471
19,3,4,0,1,2.52,36.2,107,6.5,9895.0,0.42,2,28,0,11.4,23.4,0.511,1.4,41.84,1,0,0.33
7,2,7,0,1,109.41,33.1,60,35.6,50.0,0.68,3,38,0,1.5,24.2,0.938,1.63,93.5,3,1,0.718
15,1,3,0,0,1.05,29.9,117,12.6,10000.0,0.65,0,9,0,19.2,20.1,0.043,5.64,14.34,0,0,0.028
14,3,6,0,1,35.68,38.7,100,19.8,5727.0,0.7,3,36,0,0.0,24.4,1.0,20.0,100.0,3,1,0.828
20,6,5,1,1,0.0,36.3,136,2.0,9791.0,0.7,1,17,0,17.8,25.8,0.308,1.45,36.75,0,0,0.331
20,3,10,0,1,37.33,26.7,97,10.0,5471.0,0.72,2,28,0,0.0,19.5,1.0,7.44,99.92,3,1,0.866
18,6,9,1,1,46.54,28.9,57,12.8,4317.0,0.55,1,12,0,6.3,22.5,0.719,9.03,70.15,2,1,0.604
7,1,2,0,1,0.0,28.4,84,16.6,9954.0,0.78,2,30,0,17.4,24.7,0.297,5.89,37.51,0,0,0.289
19,4,12,0,1,67.52,24.4,117,16.6,1406.0,0.8,3,43,1,0.0,22.6,1.0,1.41,100.0,3,1,0.94
16,2,10,0,0,94.39,30.8,84,20.8,50.0,0.78,2,30,0,0.0,17.5,1.0,0.42,98.2,3,1,0.827
19,1,9,0,1,21.19,30.1,119,12.8,7907.0,0.4,1,12,0,10.5,21.2,0.504,2.12,53.19,1,0,0.385
21,2,7,0,0,65.05,32.3,86,16.5,2415.0,0.75,3,40,0,0.0,18.3,1.0,1.61,93.71,3,1,0.815
12,5,3,1,1,3.28,33.0,117,3.9,10000.0,0.55,1,16,0,6.0,19.0,0.686,3.56,27.36,0,0,0.32
18,3,12,0,1,69.33,29.6,56,20.6,1221.0,0.75,2,29,0,2.6,19.7,0.869,0.64,99.8,3,1,0.861
22,3,1,0,0,2.64,26.5,63,14.1,9431.0,0.7,1,18,0,15.0,16.5,0.087,2.89,16.43,0,0,0.125
7,4,9,0,1,10.12,32.0,29,6.7,8721.0,0.44,1,12,0,21.7,15.6,0.387,20.0,40.09,1,0,0.364
19,5,7,1,1,29.2,32.3,111,23.1,6034.0,0.85,0,5,0,23.4,23.8,0.02,11.58,46.86,1,0,0.429
6,4,11,0,0,68.72,26.0,133,19.1,2167.0,0.78,2,26,0,0.0,19.8,1.0,0.91,94.61,3,1,0.806
0,1,6,0,0,0.0,37.4,52,2.6,10000.0,0.68,0,3,0,31.4,21.8,0.438,6.26,21.39,0,0,0.164
19,2,7,0,1,14.78,34.5,48,12.3,7927.0,0.6,1,18,0,25.7,26.3,0.02,12.27,41.29,1,0,0.302
22,5,10,1,0,75.96,29.3,110,16.5,1083.0,0.72,1,14,0,0.0,16.9,1.0,5.61,99.83,3,1,0.924
1,4,1,0,0,2.39,27.1,48,7.9,9232.0,0.78,0,4,0,17.1,19.4,0.117,1.71,18.68,0,0,0.182
19,6,1,1,1,0.0,20.8,64,26.7,10000.0,0.58,1,21,0,19.2,26.6,0.277,3.34,18.51,0,0,0.118
17,2,4,0,1,5.72,36.5,122,4.1,8995.0,0.42,2,27,0,12.1,17.4,0.306,19.89,48.16,1,0,0.398
17,0,3,0,1,4.28,32.1,72,34.9,9289.0,0.44,2,28,0,17.6,27.6,0.364,9.45,27.71,0,0,0.294
12,1,1,0,1,6.76,23.3,91,12.0,9470.0,0.55,1,17,0,22.7,16.5,0.371,1.2,31.6,0,0,0.261
11,6,9,1,0,101.63,28.4,106,56.3,50.0,0.78,2,32,0,5.9,12.9,0.545,1.75,89.12,3,1,0.706
10,5,10,1,1,52.51,30.2,143,33.1,3795.0,0.85,3,37,0,13.2,27.7,0.525,3.74,99.52,3,1,0.814
10,2,12,0,1,19.45,26.2,91,8.2,7306.0,0.5,1,16,0,15.4,18.9,0.186,3.59,57.33,1,0,0.582
21,4,7,0,0,40.34,32.3,80,42.9,4449.0,0.44,2,26,0,11.8,18.1,0.346,2.74,71.11,2,1,0.587
19,6,5,1,1,0.0,38.8,91,7.7,10000.0,0.9,1,19,0,18.9,9.3,1.026,0.52,57.4,1,0,0.517
9,4,11,0,1,20.35,29.4,177,8.5,7513.0,0.75,1,20,0,2.8,27.0,0.896,1.54,100.0,3,0,0.945
18,5,11,1,1,87.17,30.0,75,38.0,50.0,0.58,3,45,0,0.0,21.3,1.0,3.22,95.84,3,1,0.901
17,2,9,0,1,0.0,30.4,81,13.6,10000.0,0.65,3,45,0,16.8,19.7,0.148,7.66,55.78,1,0,0.485
19,3,5,0,1,9.25,37.9,200,8.3,9475.0,0.7,0,5,0,19.7,25.3,0.221,2.48,38.66,0,0,0.313
4,6,11,1,0,63.02,28.2,101,26.7,2620.0,0.78,0,1,0,11.7,17.4,0.329,4.56,92.88,3,1,0.814
17,0,3,0,1,0.0,27.7,62,22.0,9386.0,0.78,2,24,0,19.0,21.0,0.094,5.67,36.85,0,0,0.269
8,1,1,0,1,3.02,28.1,52,12.2,9417.0,0.55,1,18,0,18.3,29.4,0.377,0.41,19.1,0,0,0.325
8,2,10,0,1,49.84,33.5,106,16.4,3886.0,0.6,2,30,0,8.5,25.9,0.673,4.85,99.71,3,1,0.88
17,6,8,1,1,64.22,31.2,68,31.4,2912.0,0.85,3,42,0,0.2,21.8,0.991,6.27,90.43,3,1,0.752
20,4,4,0,1,5.29,33.3,82,10.8,9188.0,0.72,2,31,0,16.6,22.1,0.25,4.62,54.22,1,0,0.473
13,6,9,1,1,41.13,34.2,75,25.7,4462.0,0.65,2,26,0,11.0,19.0,0.421,3.69,77.03,2,1,0.674
12,1,10,0,1,46.21,31.4,20,21.5,5473.0,0.44,3,43,0,1.9,24.9,0.923,0.64,98.89,3,1,0.814
19,2,11,0,1,31.14,30.2,136,7.6,5610.0,0.9,2,28,0,19.7,18.3,0.074,4.84,99.3,3,0,0.82
1,4,5,0,0,19.56,37.6,89,10.6,7831.0,0.9,1,21,0,22.6,17.1,0.32,5.13,64.34,2,0,0.528
17,5,1,1,1,1.91,22.5,68,0.5,9830.0,0.8,2,31,0,11.5,16.2,0.29,0.53,34.9,0,0,0.376
2,0,7,0,0,38.58,34.9,103,46.1,6098.0,0.48,1,18,0,4.1,23.9,0.827,7.78,73.03,2,1,0.608
8,6,11,1,1,48.73,25.8,108,12.2,4712.0,0.72,2,33,0,5.0,18.6,0.731,3.1,100.0,3,1,0.836
17,5,4,1,1,5.61,30.5,106,4.7,9873.0,0.44,0,7,0,24.4,20.6,0.184,1.38,18.84,0,0,0.213
10,2,6,0,1,28.43,40.1,108,9.5,6465.0,0.72,2,29,0,1.2,25.9,0.955,13.11,83.25,3,0,0.751
9,2,4,0,1,2.42,37.2,118,2.9,9712.0,0.65,1,15,0,25.3,21.5,0.176,0.67,34.54,0,0,0.329
13,1,1,0,1,0.95,25.5,96,32.6,9220.0,0.4,1,19,0,15.5,24.3,0.362,0.59,15.55,0,0,0.1
19,1,11,0,1,114.88,31.0,156,25.1,50.0,0.6,3,37,0,2.0,25.0,0.92,4.5,98.21,3,1,0.82
11,4,3,0,0,1.92,30.2,117,18.1,10000.0,0.72,1,20,0,24.4,19.2,0.27,4.42,16.75,0,0,0.17
14,3,10,0,1,37.14,29.9,106,10.4,4965.0,0.5,2,25,0,13.0,27.0,0.519,4.02,99.39,3,1,0.831
7,0,6,0,1,17.14,38.6,124,11.5,7614.0,0.78,1,19,0,4.6,21.3,0.785,1.72,75.14,2,0,0.61
12,4,5,0,1,12.41,38.2,153,3.6,8054.0,0.68,2,25,0,18.0,22.8,0.213,9.74,62.35,2,0,0.509
0,5,12,1,0,3.67,24.6,60,4.4,10000.0,0.44,0,2,0,25.6,20.3,0.263,4.37,20.07,0,0,0.181
19,5,9,1,1,59.07,30.9,79,13.2,2549.0,0.4,2,25,0,0.0,20.2,1.0,0.74,74.42,2,1,0.666
7,4,9,0,1,0.0,29.0,80,10.3,10000.0,0.65,2,30,0,28.5,22.4,0.27,0.2,38.65,0,0,0.29
21,1,10,0,0,69.04,28.9,123,28.4,1704.0,0.6,2,25,0,0.0,20.9,1.0,6.68,96.53,3,1,0.842
10,4,6,0,1,47.64,35.8,56,10.1,4034.0,0.8,3,39,0,13.6,20.1,0.325,5.4,90.97,3,1,0.843
19,6,8,1,1,20.9,33.0,50,52.0,7573.0,0.68,1,15,0,10.5,20.5,0.489,14.9,58.03,1,0,0.563
11,6,5,1,0,0.0,37.2,105,12.3,9816.0,0.55,0,1,0,18.2,13.4,0.358,1.19,15.22,0,0,0.124
6,6,11,1,0,0.0,28.6,119,17.3,10000.0,0.9,0,7,0,17.4,20.8,0.163,7.19,36.02,0,0,0.224
13,5,8,1,1,128.53,33.4,49,36.0,50.0,0.9,3,43,0,0.0,15.9,1.0,7.43,95.39,3,1,0.788
8,0,4,0,1,0.0,34.2,108,34.4,10000.0,0.75,1,19,0,16.9,24.9,0.324,1.72,37.53,0,0,0.347
9,2,11,0,1,43.39,26.7,113,31.1,4635.0,0.42,2,25,0,0.0,27.8,1.0,5.15,100.0,3,1,0.879
9,3,8,0,1,65.56,32.6,58,48.5,1517.0,0.9,3,42,0,0.0,24.3,1.0,1.72,97.2,3,1,0.946
9,6,7,1,1,69.51,32.5,78,30.6,2003.0,0.6,3,40,0,0.2,29.0,0.994,20.0,90.91,3,1,0.73
13,3,1,0,1,0.0,24.7,69,15.3,10000.0,0.58,2,32,0,13.2,20.3,0.352,4.43,29.84,0,0,0.325
6,2,11,0,0,8.74,27.0,98,14.7,8692.0,0.48,0,3,0,19.2,18.6,0.032,2.89,36.57,0,0,0.266
8,1,12,0,1,12.94,27.2,116,4.5,7857.0,0.7,2,30,0,14.0,26.3,0.468,3.15,67.5,2,0,0.535
16,5,8,1,0,28.01,31.4,63,10.7,5915.0,0.82,0,4,0,20.6,21.5,0.045,6.94,43.95,1,0,0.367
18,6,7,1,1,43.38,32.4,71,54.9,5207.0,0.48,2,28,0,5.5,23.4,0.765,2.14,79.83,2,1,0.641
8,6,6,1,1,36.57,34.1,88,20.0,5254.0,0.6,2,32,0,3.7,25.0,0.851,0.23,80.29,3,1,0.676
8,4,5,0,1,4.19,38.7,131,50.1,9431.0,0.7,1,15,0,20.0,24.3,0.174,0.41,58.42,1,0,0.469
12,3,8,0,1,106.05,31.9,76,22.5,50.0,0.9,3,37,0,4.5,15.8,0.716,18.23,100.0,3,1,0.884
23,1,3,0,0,0.61,32.0,86,8.7,9020.0,0.4,0,7,0,8.9,15.4,0.424,9.29,16.77,0,0,0.134
14,4,12,0,1,57.67,24.1,169,25.1,3398.0,0.65,3,43,0,13.5,28.2,0.52,10.16,100.0,3,1,0.868
19,3,3,0,1,0.0,27.5,81,5.8,10000.0,0.42,1,16,0,20.0,18.5,0.081,3.03,20.94,0,0,0.176
21,3,10,0,0,36.28,28.5,93,32.9,6612.0,0.48,1,15,0,11.5,26.8,0.572,4.68,81.0,3,1,0.665
16,2,5,0,0,8.82,37.5,145,12.5,9138.0,0.42,0,5,0,25.4,26.6,0.044,5.49,26.04,0,0,0.269
13,1,4,0,1,2.6,36.4,98,23.5,9986.0,0.85,2,30,0,11.6,22.0,0.474,7.17,43.9,1,0,0.385
18,0,8,0,1,76.19,31.7,75,20.4,134.0,0.6,3,41,0,0.0,28.3,1.0,0.2,94.23,3,1,0.856
9,3,10,0,1,78.0,27.9,25,27.8,753.0,0.65,3,36,0,0.0,16.8,1.0,8.34,97.84,3,1,0.808
22,4,10,0,0,81.14,30.8,74,35.3,84.0,0.68,3,40,0,0.0,23.7,1.0,3.76,92.63,3,1,0.785
12,1,4,0,1,0.0,35.2,121,59.7,9921.0,0.58,2,31,0,14.8,14.8,0.002,20.0,52.67,1,0,0.464
21,6,5,1,0,9.39,42.7,165,5.0,8753.0,0.7,0,4,0,27.6,23.7,0.164,1.19,44.94,1,1,0.355
18,5,11,1,1,50.45,28.1,165,12.4,3887.0,0.82,2,28,0,13.0,15.9,0.184,3.74,100.0,3,1,0.766
7,5,10,1,1,30.76,27.4,46,6.4,5459.0,0.68,1,15,0,6.7,23.3,0.714,2.59,85.27,3,0,0.758
8,5,10,1,1,23.81,30.4,82,22.0,7033.0,0.8,1,14,0,2.7,16.0,0.834,6.55,86.17,3,0,0.714
10,3,5,0,1,0.0,41.1,69,5.0,10000.0,0.44,1,18,0,27.5,22.2,0.235,5.59,34.1,0,0,0.332
10,5,10,1,1,108.4,31.8,113,50.8,50.0,0.82,3,37,0,0.0,23.6,1.0,6.54,100.0,3,1,0.804
0,5,6,1,0,20.7,36.8,112,17.1,7402.0,0.78,0,3,0,15.8,17.5,0.096,1.4,49.03,1,0,0.419
19,0,6,0,1,51.37,37.9,62,19.9,3677.0,0.7,3,37,0,0.0,20.1,1.0,6.48,94.68,3,1,0.901
8,0,5,0,1,0.0,37.6,133,9.3,9384.0,0.48,2,28,0,16.7,23.8,0.296,13.4,35.87,0,0,0.329
19,3,3,0,1,0.0,33.7,126,5.1,9533.0,0.55,1,19,0,17.3,23.3,0.255,2.49,23.86,0,0,0.237
13,2,6,0,1,42.34,35.0,67,16.3,5212.0,0.85,3,45,0,16.5,22.7,0.273,2.38,90.2,3,1,0.812
15,5,1,1,0,0.0,28.0,108,11.9,8815.0,0.55,0,0,0,22.2,28.7,0.228,2.45,10.72,0,0,0.056
14,3,7,0,1,48.3,32.6,78,10.6,4610.0,0.9,3,40,0,3.5,22.6,0.844,6.46,90.37,3,1,0.818
21,3,10,0,0,11.06,32.9,90,10.7,8146.0,0.55,0,8,0,20.5,28.7,0.287,8.24,36.45,0,0,0.273
11,6,12,1,0,7.98,23.7,120,14.2,8637.0,0.78,0,5,0,18.5,17.2,0.081,1.61,39.15,0,0,0.268
11,5,2,1,0,5.39,23.6,106,48.1,9357.0,0.85,0,8,0,21.1,15.9,0.321,0.89,29.62,0,0,0.268
16,4,5,0,0,17.3,37.4,133,11.1,8340.0,0.4,0,3,0,27.6,24.8,0.113,0.49,31.57,0,0,0.241
10,4,7,0,1,22.51,32.5,88,5.8,7441.0,0.6,2,31,0,7.7,25.4,0.697,0.6,62.98,2,0,0.555
15,2,3,0,0,2.47,32.6,61,0.6,8238.0,0.44,0,0,0,31.3,18.4,0.699,0.21,8.46,0,0,0.149
15,4,2,0,0,1.42,26.7,84,15.7,10000.0,0.68,0,9,0,7.1,22.5,0.684,0.2,15.09,0,0,0.193
18,3,7,0,1,56.98,33.0,26,14.0,3155.0,0.9,3,41,0,17.1,19.8,0.14,3.98,83.97,3,1,0.79
23,2,8,0,0,16.53,32.6,93,10.9,8175.0,0.48,0,5,0,21.7,24.1,0.102,9.46,40.25,1,0,0.368
22,4,11,0,0,19.12,26.4,99,11.3,8065.0,0.6,0,5,0,21.0,13.9,0.512,2.68,67.14,2,0,0.587
6,4,12,0,0,26.34,26.1,124,18.1,6785.0,0.48,0,5,0,13.3,20.9,0.367,7.11,47.4,1,0,0.425
12,3,10,0,1,25.46,31.7,111,15.4,6631.0,0.72,3,38,0,15.4,21.5,0.285,1.22,99.81,3,0,0.91
11,6,4,1,0,0.0,41.5,116,9.7,10000.0,0.48,0,7,0,28.5,21.2,0.346,3.2,21.12,0,0,0.135
7,2,10,0,1,31.03,29.9,136,16.7,6509.0,0.75,1,19,0,13.8,22.3,0.378,0.55,81.38,3,0,0.717
18,4,8,0,1,63.09,32.0,28,43.5,3100.0,0.8,3,43,0,0.0,26.6,1.0,6.51,99.67,3,1,0.925
22,1,7,0,0,30.88,34.0,82,20.0,6599.0,0.58,0,2,0,10.5,23.0,0.544,3.06,44.53,1,0,0.348
6,3,12,0,0,4.37,27.4,97,13.4,8954.0,0.68,0,5,0,15.9,19.1,0.171,1.73,17.14,0,0,0.135
8,1,10,0,1,113.32,31.0,56,59.9,50.0,0.5,3,37,0,0.8,21.5,0.962,2.47,100.0,3,1,0.868
19,0,9,0,1,35.41,30.3,85,7.7,5227.0,0.85,2,28,0,9.6,22.5,0.572,5.92,87.56,3,1,0.776
9,6,1,1,1,2.04,24.3,91,21.2,9985.0,0.78,0,8,0,15.5,22.5,0.313,3.18,16.84,0,0,0.098
12,4,11,0,1,162.8,25.4,104,45.4,50.0,0.6,3,43,0,0.0,28.4,1.0,13.97,96.98,3,1,0.877
18,1,10,0,1,89.24,32.9,75,22.1,50.0,0.6,3,45,0,0.0,19.7,1.0,1.6,100.0,3,1,0.862
6,0,5,0,0,16.49,39.2,132,10.5,8307.0,0.82,1,13,0,9.3,16.8,0.445,6.97,69.82,2,0,0.534
13,3,5,0,1,17.29,38.7,77,19.4,7510.0,0.7,2,26,0,9.5,23.3,0.592,0.2,84.06,3,0,0.86
5,1,1,0,0,0.77,25.4,56,2.1,9205.0,0.65,0,0,0,25.3,21.2,0.193,1.82,16.64,0,0,0.156
9,2,1,0,1,3.87,26.2,127,4.6,9361.0,0.68,2,25,0,14.0,16.5,0.156,1.16,30.3,0,0,0.174
8,6,9,1,1,16.78,34.2,58,28.4,8106.0,0.55,1,15,0,0.1,14.5,0.991,3.97,53.71,1,0,0.373
18,3,3,0,1,1.38,32.6,98,2.1,9072.0,0.85,1,17,0,14.9,21.6,0.308,1.55,35.69,0,0,0.119
6,3,12,0,0,22.15,26.9,88,5.3,8177.0,0.55,0,7,0,24.1,31.5,0.234,8.42,41.27,1,0,0.357
17,6,11,1,1,47.87,25.5,182,23.6,4729.0,0.8,2,33,0,4.8,20.6,0.769,0.73,97.44,3,1,0.766
15,5,6,1,0,20.85,37.5,91,32.4,6445.0,0.5,0,7,0,14.6,27.1,0.463,7.97,33.9,0,0,0.249
17,6,6,1,1,28.71,33.3,66,12.0,6356.0,0.5,1,12,0,14.0,26.0,0.46,8.03,50.13,1,0,0.373
20,2,5,0,1,22.88,39.9,123,8.8,7351.0,0.75,1,13,0,10.8,20.1,0.461,5.03,69.21,2,0,0.544
14,5,2,1,1,6.9,28.4,108,14.6,8856.0,0.58,1,19,0,17.8,20.5,0.13,2.26,33.32,0,0,0.287
18,3,1,0,1,1.74,24.5,85,7.3,9917.0,0.72,1,17,0,19.2,21.2,0.097,3.14,28.29,0,0,0.205
19,5,7,1,1,43.95,30.6,49,11.0,4558.0,0.9,1,18,0,0.0,23.1,1.0,3.36,74.09,2,1,0.579
17,0,12,0,1,26.6,22.0,79,6.3,7400.0,0.55,2,33,0,15.8,20.3,0.225,13.38,76.65,2,0,0.628
9,4,12,0,1,2.84,24.3,111,8.6,9990.0,0.78,1,17,0,26.4,22.2,0.19,0.55,38.09,0,0,0.298
22,3,11,0,0,47.33,28.2,124,13.5,4169.0,0.8,2,32,0,9.6,18.3,0.478,1.64,92.68,3,1,0.754
2,1,9,0,0,0.0,29.1,55,8.2,9712.0,0.72,0,6,0,24.7,21.0,0.175,0.76,22.51,0,0,0.193
10,3,11,0,1,59.58,25.1,118,43.1,3209.0,0.78,2,28,0,6.0,25.9,0.769,1.74,98.16,3,1,0.851
19,2,7,0,1,57.73,34.0,83,18.6,2460.0,0.7,2,24,0,4.7,19.8,0.762,0.2,77.4,2,1,0.604
10,1,3,0,1,3.94,33.2,100,15.3,9610.0,0.82,2,27,0,16.1,23.6,0.319,1.13,35.5,0,0,0.286
14,2,9,0,1,23.39,32.9,87,13.0,6562.0,0.48,1,19,0,17.8,26.8,0.337,3.48,53.59,1,0,0.433
6,3,12,0,0,12.46,25.2,103,27.1,8628.0,0.78,0,4,0,21.8,20.2,0.079,1.8,36.99,0,0,0.359
19,6,1,1,1,4.88,24.9,100,21.5,10000.0,0.85,0,3,0,28.7,26.5,0.08,1.26,23.78,0,0,0.214
21,6,4,1,0,0.0,38.6,63,19.2,9118.0,0.5,0,7,0,29.5,30.6,0.034,8.57,21.33,0,0,0.191
23,0,5,0,0,7.27,36.7,146,2.2,8358.0,0.58,1,20,0,13.6,28.3,0.519,4.0,44.31,1,0,0.392
3,1,2,0,0,2.53,27.3,88,29.7,10000.0,0.85,0,6,0,31.1,25.4,0.225,0.2,15.86,0,0,0.076
7,3,4,0,1,7.96,33.2,73,4.6,9043.0,0.75,1,19,0,10.7,22.5,0.525,3.97,46.76,1,0,0.404
13,3,6,0,1,6.87,36.6,77,3.9,8862.0,0.42,1,12,0,16.1,20.5,0.217,13.35,43.19,1,0,0.334
8,2,12,0,1,21.93,25.0,132,14.5,7430.0,0.7,2,33,0,16.5,19.1,0.136,7.29,74.89,2,0,0.733
16,5,11,1,0,0.0,27.6,74,19.1,9522.0,0.9,0,7,0,21.3,24.9,0.147,6.47,36.8,0,0,0.319
19,3,12,0,1,26.66,27.1,134,8.4,7247.0,0.48,2,25,0,11.5,24.9,0.537,0.2,72.93,2,0,0.612
6,0,3,0,0,0.0,36.3,105,4.5,10000.0,0.48,0,8,0,17.4,19.9,0.125,4.7,10.76,0,0,0.143
0,5,1,1,0,0.0,27.6,113,22.1,10000.0,0.4,0,6,0,26.2,27.8,0.057,9.35,8.32,0,0,0.157
23,1,2,0,0,1.45,28.8,74,26.5,9171.0,0.82,0,1,0,24.2,19.0,0.269,1.86,19.09,0,0,0.101
12,3,12,0,1,39.8,22.6,138,8.3,5367.0,0.42,3,40,0,16.8,19.5,0.135,1.07,89.17,3,1,0.815
3,2,3,0,0,0.0,32.5,100,0.3,10000.0,0.8,0,5,0,8.9,26.2,0.661,1.06,21.48,0,0,0.171
15,0,8,0,0,11.78,31.8,58,19.9,7645.0,0.9,0,2,0,25.3,22.7,0.114,3.7,30.36,0,0,0.32
18,4,4,0,1,8.85,35.9,137,1.8,9265.0,0.8,2,31,0,23.7,27.5,0.138,0.45,53.5,1,0,0.473
19,0,1,0,1,1.75,24.8,105,6.4,10000.0,0.55,1,21,0,18.9,22.0,0.144,5.62,19.39,0,0,0.192
14,3,2,0,1,0.6,23.2,67,23.1,8380.0,0.8,2,27,0,23.2,18.0,0.286,7.5,31.86,0,0,0.335
17,3,10,0,1,90.33,27.8,22,37.9,50.0,0.65,3,39,0,0.0,31.4,1.0,2.34,100.0,3,1,0.791
12,1,3,0,1,0.0,30.8,93,6.5,9813.0,0.4,1,20,0,17.8,19.4,0.082,0.32,19.94,0,0,0.13
16,3,4,0,0,0.58,40.0,111,8.4,10000.0,0.48,0,7,0,21.3,27.3,0.22,0.39,16.7,0,0,0.087
22,0,6,0,0,16.66,34.1,98,35.1,8633.0,0.68,1,16,0,19.5,22.9,0.151,0.2,47.21,1,0,0.374
23,6,9,1,0,7.21,31.6,104,10.6,9797.0,0.55,0,4,0,18.7,12.8,0.457,6.06,28.91,0,0,0.281
16,4,7,0,0,16.2,31.7,59,8.0,8241.0,0.7,0,6,0,21.0,18.1,0.159,0.2,36.1,0,0,0.278
15,0,12,0,0,37.05,25.7,115,14.6,4758.0,0.72,1,16,0,12.7,21.6,0.412,13.51,76.13,2,1,0.594
9,6,7,1,1,45.06,32.7,82,18.1,4693.0,0.82,2,27,0,15.6,25.2,0.381,3.51,70.18,2,1,0.597
9,3,4,0,1,2.35,31.6,147,5.3,9540.0,0.78,1,12,0,24.7,25.5,0.033,1.38,29.82,0,0,0.212
21,3,8,0,0,60.69,30.5,83,18.2,1852.0,0.58,1,14,0,4.8,23.7,0.798,5.52,64.61,2,1,0.54
17,4,7,0,1,77.5,34.1,41,35.4,1039.0,0.4,3,41,0,0.0,18.0,1.0,0.21,88.48,3,1,0.685
12,4,10,0,1,87.02,29.8,99,42.2,50.0,0.9,3,38,1,3.3,22.9,0.857,1.17,98.7,3,1,0.834
17,1,12,0,1,17.34,28.1,115,7.9,8252.0,0.44,2,31,0,19.9,23.0,0.134,3.16,67.66,2,0,0.566
5,4,11,0,0,110.48,25.6,144,24.0,50.0,0.4,3,44,0,0.0,18.9,1.0,3.08,92.21,3,1,0.692
21,2,6,0,0,6.6,33.9,99,41.3,9005.0,0.8,1,16,0,20.0,23.3,0.141,0.2,53.15,1,0,0.476
13,3,4,0,1,12.71,38.7,104,17.4,8714.0,0.9,2,27,0,20.2,27.6,0.268,1.1,60.4,2,0,0.58
9,6,12,1,1,13.55,31.2,79,3.0,8882.0,0.4,1,21,0,20.7,27.6,0.248,5.04,37.76,0,0,0.313
0,6,6,1,0,0.0,39.9,84,7.1,9768.0,0.7,0,9,0,16.7,22.5,0.259,0.82,22.92,0,0,0.252
17,1,10,0,1,43.84,26.7,69,24.3,4398.0,0.8,2,33,0,3.4,21.4,0.843,1.68,98.13,3,1,0.821
22,5,12,1,0,39.71,24.6,83,8.3,4002.0,0.58,0,5,0,6.4,19.9,0.679,3.94,73.07,2,1,0.718
14,0,8,0,1,43.79,32.6,73,11.1,4846.0,0.5,3,44,0,0.0,24.0,1.0,4.39,83.08,3,1,0.782
